itemid,label,category,param_type,origin
229670,Dual Signal Screen (R),Impella,Text,chartevents
229671,Flow Rate (Impella) (R),Impella,Numeric,chartevents
229673,Motor Current (mA) High (R),Impella,Numeric,chartevents
229674,Motor Current (mA) Low (R),Impella,Numeric,chartevents
229675,Performance Level (R),Impella,Text,chartevents
229676,Placement Monitoring Screen (R),Impella,Text,chartevents
229677,Purge Pressure (R),Impella,Numeric,chartevents
229678,Purge Solution Flow Rate (R),Impella,Numeric,chartevents
229679,Type of Catheter (Impella),Impella,Text,chartevents
229680,Impella Line Type,Access Lines - Invasive,Text,chartevents
229681,Indwelling Urinary Catheter Care,Treatments,Checkbox,chartevents
229685,Vaulables Checklist,Adm History/FHPA,Checkbox,chartevents
229686,Warming Device,Treatments,Text,chartevents
229687,Pain Assessment Method,Pain/Sedation,Text,chartevents
229688,Pain Assessment Method (BIS),Pain/Sedation,Text,chartevents
229689,CPOT-Pain Assessment Method,Pain/Sedation,Text,chartevents
229690,CPOT-Pain Assessment Method-Post,Pain/Sedation,Text,chartevents
229691,CPOT-Muscle Tension (CPOTb),Pain/Sedation,Text,chartevents
229692,CPOT-Muscle Tension (CPOTa),Pain/Sedation,Text,chartevents
229693,Vocalization (CPOTb)_OLD_1,Pain/Sedation,Text,chartevents
229694,CPOT-Vocalization (CPOTa),Pain/Sedation,Text,chartevents
229695,CPOT-Vocalization (CPOTb),Pain/Sedation,Text,chartevents
229696,CPOT-Body Movements (CPOTb),Pain/Sedation,Text,chartevents
229697,CPOT-Body Movements (CPOTa),Pain/Sedation,Text,chartevents
229698,CPOT-Facial Expression (CPOTb),Pain/Sedation,Text,chartevents
229699,CPOT-Facial Expression (CPOTa),Pain/Sedation,Text,chartevents
229702,Pain Level Response-b,Pain/Sedation,Text,chartevents
229703,CPOT-Pain Management,Pain/Sedation,Text,chartevents
229704,CP-Pain Management,Pain/Sedation,Text,chartevents
229705,CP-Pain Assessment Method,Pain/Sedation,Text,chartevents
229706,CP-Pain Assessment Method-Post,Pain/Sedation,Text,chartevents
229709,Angiotensin II (Giapreza),Medications,Solution,chartevents
229710,Ultrasound (Aline),Arterial Line Insertion,Text,chartevents
229712,Ultrasound Images interpreted (Aline),Arterial Line Insertion,Text,chartevents
229713,Ultrasound Images printed (Aline),Arterial Line Insertion,Text,chartevents
229714,Ultrasound Images probe covered (Aline),Arterial Line Insertion,Text,chartevents
229715,Ultrasound Images stored (Aline),Arterial Line Insertion,Text,chartevents
229716,Ultrasound Images uploaded (Aline),Arterial Line Insertion,Text,chartevents
229717,Ultrasound Images used for preproc assess (Aline),Arterial Line Insertion,Text,chartevents
229718,Manometry (PACath),PA Line Insertion,Text,chartevents
229719,Manometry Method (PACath),PA Line Insertion,Text,chartevents
229720,Ultrasound (PACath),PA Line Insertion,Text,chartevents
229722,Ultrasound Images interpreted (PACath),PA Line Insertion,Text,chartevents
229723,Ultrasound Images printed (PACath),PA Line Insertion,Text,chartevents
229724,Ultrasound Images probe covered (PACath),PA Line Insertion,Text,chartevents
229725,Ultrasound Images stored (PACath),PA Line Insertion,Text,chartevents
229726,Ultrasound Images uploaded (PACath),PA Line Insertion,Text,chartevents
229727,Ultrasound Images used for preproc assess (PACath),PA Line Insertion,Text,chartevents
229728,18 Gauge Dressing Change,Access Lines - Peripheral,Date and time,chartevents
229729,18 Gauge Cap Change,Access Lines - Peripheral,Date and time,chartevents
229730,14 Gauge Dressing Change,Access Lines - Peripheral,Date and time,chartevents
229731,16 Gauge Dressing Change,Access Lines - Peripheral,Date and time,chartevents
229732,20 Gauge Dressing Change,Access Lines - Peripheral,Date and time,chartevents
229733,22 Gauge Dressing Change,Access Lines - Peripheral,Date and time,chartevents
229734,24 Gauge Dressing Change,Access Lines - Peripheral,Date and time,chartevents
229735,RIC Dressing Change,Access Lines - Peripheral,Date and time,chartevents
229736,14 Gauge Cap Change,Access Lines - Peripheral,Date and time,chartevents
229737,16 Gauge Cap Change,Access Lines - Peripheral,Date and time,chartevents
229738,20 Gauge Cap Change,Access Lines - Peripheral,Date and time,chartevents
229739,22 Gauge Cap Change,Access Lines - Peripheral,Date and time,chartevents
229740,24 Gauge Cap Change,Access Lines - Peripheral,Date and time,chartevents
229741,RIC Cap Change,Access Lines - Peripheral,Date and time,chartevents
229742,Activity / Mobility (RN Daily Mobility Goal),Treatments,Text,chartevents
229743,Trigger Initiated by,Triggers Note,Text,chartevents
229744,Reason for Trigger,Triggers Note,Text,chartevents
229745,Cognitive Aid Card,Triggers Note,Text,chartevents
229746,Card Used,Triggers Note,Text,chartevents
229747,Attending Notified,Triggers Note,Text,chartevents
229748,Team members at bedside,Triggers Note,Text,chartevents
229755,Trigger Initiated,3-Significant Events,Processes,chartevents
229760,Epoprostenol (Veletri),Medications,Solution,chartevents
229761,Creatinine (whole blood),Labs,Numeric,chartevents
229764,Angiotensin II (Giapreza),Medications,Solution,chartevents
229765,Anxiety/Irritability (COWS),Toxicology,Text,chartevents
229766,Bone/Joint Aches (COWS),Toxicology,Text,chartevents
229767,GI Upset (COWS),Toxicology,Text,chartevents
229768,Gooseflesh Skin (COWS),Toxicology,Text,chartevents
229769,Pupil Size (COWS),Toxicology,Text,chartevents
229770,Resting Pulse Rate (COWS),Toxicology,Text,chartevents
229771,Restlessness (COWS),Toxicology,Text,chartevents
229772,Runny Nose/Tearing (COWS),Toxicology,Text,chartevents
229773,Sweating (COWS),Toxicology,Text,chartevents
229774,Tremor (COWS),Toxicology,Text,chartevents
229775,Yawning (COWS),Toxicology,Text,chartevents
229781,Bivalirudin (Angiomax) (Impella),Medications,Solution,chartevents
229782,Estimated Blood Loss (CVL),CVL Insertion,Numeric,chartevents
229783,Estimated Blood Loss (A-line),Arterial Line Insertion,Numeric,chartevents
229784,Code Status (Intubation),Intubation,Text,chartevents
229786,Preoxygenation (Intubation),Intubation,Text,chartevents
229787,Rigid Stylette (Intubation),Intubation,Text,chartevents
229788,Rocuronium (Intubation),Intubation,Numeric,chartevents
229789,Phenylephrine (Intubation),Intubation,Numeric,chartevents
229790,Estimated Blood Loss (Bronch),Bronchoscopy,Numeric,chartevents
229791,Estimated Blood Loss (GenProc),Generic Proc Note,Numeric,chartevents
229792,Estimated Blood Loss (Intub),Intubation,Numeric,chartevents
229793,Estimated Blood Loss (LP),Lumbar Puncture,Numeric,chartevents
229794,Estimated Blood Loss (MBAL),Bronchoscopy,Numeric,chartevents
229795,Estimated Blood Loss (Para),Paracentesis,Numeric,chartevents
229796,Estimated Blood Loss (PACath),PA Line Insertion,Numeric,chartevents
229797,Estimated Blood Loss (PICC),PICC Line Insertion,Numeric,chartevents
229798,Estimated Blood Loss (Thora),Thoracentesis,Numeric,chartevents
229813,Reason for Trigger (RN),RNTriggerNote,Text,chartevents
229819,Backup Controller (VAD),Durable VAD,Text,chartevents
229821,Device (VAD),Durable VAD,Text,chartevents
229822,Driveline Lock Engaged (VAD),Durable VAD,Text,chartevents
229823,Flow (VAD),Durable VAD,Numeric,chartevents
229824,HCT (VAD),Durable VAD,Numeric,chartevents
229825,High Watts Alarm (VAD),Durable VAD,Numeric,chartevents
229826,Low Flow Alarm (VAD),Durable VAD,Numeric,chartevents
229827,Mean BP (VAD),Durable VAD,Numeric,chartevents
229828,Pulsatility Index (VAD),Durable VAD,Numeric,chartevents
229829,Speed (VAD),Durable VAD,Numeric,chartevents
229830,System controller in primary mode (VAD),Durable VAD,Text,chartevents
229831,System power module and self test (VAD),Durable VAD,Text,chartevents
229832,ZzWaveform Variability (VAD)old,Durable VAD,Numeric,chartevents
229833,ZzWaveform Variability (VAD),Durable VAD,Text,chartevents
229834,Waveform Peak (VAD),Durable VAD,Numeric,chartevents
229835,Waveform Trough (VAD),Durable VAD,Numeric,chartevents
229836,Low Speed Limit (VAD),Durable VAD,Text,chartevents
229837,Other Imaging Reviewed in OMR,MD Progress Note,Checkbox,chartevents
229838,Other Labs Reviewed in OMR,MD Progress Note,Checkbox,chartevents
229839,Other Micro / Path Reviewed in OMR,MD Progress Note,Checkbox,chartevents
229840,Circuit Configuration (CH),ECMO,Text,chartevents
229841,FiO2 (CH),ECMO,Numeric,chartevents
229842,Flow (CH),ECMO,Numeric,chartevents
229843,Flow Alarm (Hi) (CH),ECMO,Numeric,chartevents
229844,Flow Alarm (Lo) (CH),ECMO,Numeric,chartevents
229845,Speed (CH),ECMO,Numeric,chartevents
229846,Sweep (CH),ECMO,Text,chartevents
229847,SvO2 Alarm (Lo) (CH),ECMO,Numeric,chartevents
229848,Pven Alarm (Low) (CH),ECMO,Numeric,chartevents
229849,Part Alarm (Hi) (CH),ECMO,Numeric,chartevents
229850,Pven (CH),ECMO,Numeric,chartevents
229851,Part (CH),ECMO,Numeric,chartevents
229852,Delta P (CH),ECMO,Numeric,chartevents
229853,Art Bubble (CH),ECMO,Checkbox,chartevents
229854,Pressures Off (CH),ECMO,Checkbox,chartevents
229855,Delta P Alarm (CH),ECMO,Numeric,chartevents
229858,Therapeutic Bed,Treatments,Text,chartevents
229859,Power (Watts) (VAD),Durable VAD,Numeric,chartevents
229861,Sodium Acetate.,Medications,Solution,chartevents
229862,Forehead SpO2 Sensor in Place,Routine Vital Signs,Checkbox,chartevents
229863,Forehead Sensor Position Changed,Routine Vital Signs,Checkbox,chartevents
229864,Pressure Injury Location,Skin - Assessment,Text,chartevents
229865,No Pressure Injury Present,Skin - Assessment,Checkbox,chartevents
229866,Checklist,Skin - Assessment,Text,chartevents
229868,Risk Factors for Pressure Injury,Skin - Assessment,Text,chartevents
229869,Pressure Injury Prevention Interventions,Skin - Assessment,Text,chartevents
229872,Flutter Valve,Treatments,Checkbox,chartevents
229873,Emergency Equipment at bedside (CH),ECMO,Text,chartevents
229874,Flow Sensor repositioned (CH),ECMO,Text,chartevents
229875,Oxygenator visible (CH),ECMO,Text,chartevents
229876,Pump plugged into RED outlet (CH),ECMO,Text,chartevents
229877,Suction events (CH),ECMO,Text,chartevents
229878,Circuit inspected for clot (CH),ECMO,Text,chartevents
229879,Cannula sites visually inspected (CH),ECMO,Text,chartevents
229880,PICC Biopatch,Access Lines - Invasive,Checkbox,chartevents
229881,Dialysis/Pheresis Biopatch,Access Lines - Invasive,Checkbox,chartevents
229882,CVL Biopatch,Access Lines - Invasive,Checkbox,chartevents
229883,Pressure ulcer #1- Date Indentified_OLD_1,Skin - Impairment,Date and time,chartevents
229884,Pressure Ulcer #1- Date Indentified,Skin - Impairment,Date and time,chartevents
229885,Pressure Ulcer #2- Date Indentified,Skin - Impairment,Date and time,chartevents
229886,Pressure Ulcer #3- Date Indentified,Skin - Impairment,Date and time,chartevents
229887,Pressure Ulcer #4- Date Indentified,Skin - Impairment,Date and time,chartevents
229888,Pressure Ulcer #5- Date Indentified,Skin - Impairment,Date and time,chartevents
229889,Pressure Ulcer #6- Date Indentified,Skin - Impairment,Date and time,chartevents
229890,Pressure Ulcer #7- Date Indentified,Skin - Impairment,Date and time,chartevents
229891,Pressure Ulcer #8- Date Indentified,Skin - Impairment,Date and time,chartevents
229892,Pressure Ulcer #9- Date Indentified,Skin - Impairment,Date and time,chartevents
229893,Pressure Ulcer #10- Date Indentified,Skin - Impairment,Date and time,chartevents
229894,NPT 30 mattress pump in use,Treatments,Checkbox,chartevents
229895,Low Speed Limit (VAD),Durable VAD,Numeric,chartevents
229896,Cardiac Power Output (CPO),Impella,Numeric,chartevents
229897,Cardiac Output (CO) (Impella),Impella,Numeric,chartevents
229898,LVEDP (Impella),Impella,Numeric,chartevents
229899,Left Ventricular Pressure Signal - Systolic,Impella,Numeric,chartevents
229900,Left Ventricular Pressure Signal - Diastolic,Impella,Numeric,chartevents
229974,COVID NCP - Problem,Care Plans,Text,chartevents
229975,COVID NCP - Expected outcomes,Care Plans,Text,chartevents
229977,COVID NCP - Interventions,Care Plans,Text,chartevents
229979,COVID NCP - Plan revised,Care Plans,Text,chartevents
229980,COVID NCP - Problem resolved,Care Plans,Text,chartevents
229983,Isoflurane (Inhaled),Medications,Processes,chartevents
229984,Sevoflurane (Inhaled),Medications,Processes,chartevents
229985,Machine checked (Anes),Respiratory,Checkbox,chartevents
229986,Leak test done (Anes),Respiratory,Checkbox,chartevents
229987,Filters checked,Respiratory,Checkbox,chartevents
229988,Circuit changed (Anes),Respiratory,Checkbox,chartevents
229990,Filters checked (Anes),Respiratory,Checkbox,chartevents
229991,Absorbent changed (Anes),Respiratory,Checkbox,chartevents
229992,Filters changed (Anes),Respiratory,Checkbox,chartevents
229993,Vaporizer filled (Anes),Respiratory,Checkbox,chartevents
229994,Vaporizer checked (Anes),Respiratory,Checkbox,chartevents
229995,Amsorb changed (Anes),Respiratory,Checkbox,chartevents
229996,Nitrous Oxide (Inhaled),Medications,Processes,chartevents
230032,Flow Sensor repositioned (Tandem),Tandem Heart,Text,chartevents
230033,Stool Management,GI/GU,Text,chartevents
230034,Amiodarone 150/100,Medications,Solution,chartevents
230035,Accessory muscle use.,RDOS,Text,chartevents
230036,Grunting,RDOS,Text,chartevents
230037,HR per min,RDOS,Text,chartevents
230038,Look of fear,RDOS,Text,chartevents
230039,Nasal flaring.,RDOS,Text,chartevents
230040,Paradoxical breathing,RDOS,Text,chartevents
230041,Restlessness.,RDOS,Text,chartevents
230042,RR per min,RDOS,Text,chartevents
230044,Heparin Sodium (CRRT-Prefilter),Medications,Solution,chartevents
230045,Intellivent (Hamilton Vent Mode),Respiratory,Checkbox,chartevents
230046,Interpreter Used,Restraint/Support Systems,Checkbox,chartevents
230049,PNC-1 Appearance,Pain/Sedation,Text,chartevents
230050,PNC-1 Bolus (mL),Pain/Sedation,Numeric,chartevents
230051,PNC-1 Infusion Rate (mL/hr),Pain/Sedation,Numeric,chartevents
230052,PNC-1 Location,Pain/Sedation,Text,chartevents
230053,PNC-1 Medication,Pain/Sedation,Text,chartevents
230055,PNC-1 Motor Deficit,Pain/Sedation,Text,chartevents
230056,PNC-2 Appearance,Pain/Sedation,Text,chartevents
230057,PNC-2 Bolus (mL),Pain/Sedation,Numeric,chartevents
230058,PNC-2 Infusion Rate (mL/hr),Pain/Sedation,Numeric,chartevents
230059,PNC-2 Location,Pain/Sedation,Text,chartevents
230060,PNC-2 Medication,Pain/Sedation,Text,chartevents
230062,PNC-2 Motor Deficit,Pain/Sedation,Text,chartevents
230068,Documented in DC Summary (Bronch)_OLD_1,Bronchoscopy,Checkbox,chartevents
230069,Documented in DC Summary (Bronch),Bronchoscopy,Text,chartevents
230070,Documented in DC Summary (Aline),Arterial Line Insertion,Text,chartevents
230071,Documented in DC Summary (CVL),CVL Insertion,Text,chartevents
230072,Documented on DC Summary (GenProc),Generic Proc Note,Text,chartevents
230073,Documented in DC Summary (Intub),Intubation,Text,chartevents
230074,Documented in DC Summary (LP),Lumbar Puncture,Text,chartevents
230075,Documented on DC Summary (PA),PA Line Insertion,Text,chartevents
230076,Documented on DC Summary (Para),Paracentesis,Text,chartevents
230077,Documented on DC Summary (PICC),PICC Line Insertion,Text,chartevents
230078,Documented on DC Summary (Thora),Thoracentesis,Text,chartevents
230083,Replacement Fluid (Pre-Filter),Dialysis,Text,chartevents
230084,Replacement Fluid (Post-Filter),Dialysis,Text,chartevents
230085,Dialysate Fluid,Dialysis,Text,chartevents
230086,FdO2,Tandem Heart,Numeric,chartevents
230087,Sheath Biopatch,Access Lines - Invasive,Checkbox,chartevents
230088,AGB+ (antimicrobial catheter w/ chlorhexidine/silver sulfadiazine),CVL Insertion,Checkbox,chartevents
230089,CHGAllergy,CVL Insertion,Checkbox,chartevents
230090,ArrowGard Blue (antimicrobial) catheter,CVL Insertion,Checkbox,chartevents
230091,CVL ArrowGard,Access Lines - Invasive,Checkbox,chartevents
230092,Exam-Neuro,MD Progress Note,Text,chartevents
230093,Cardiovascular,MD Progress Note,Text,chartevents
230094,Respiratory,MD Progress Note,Text,chartevents
230095,Exam-GU,MD Progress Note,Text,chartevents
230096,Exam-Lines,MD Progress Note,Text,chartevents
230100,NPi - Right,Neurological,Numeric,chartevents
230101,NPi - Left,Neurological,Numeric,chartevents
230102,NPi - Diff,Neurological,Numeric,chartevents
230103,Pupil Size - Left.,Neurological,Numeric,chartevents
230105,Pupil Size - Right.,Neurological,Numeric,chartevents
230106,Pupil Size - Diff,Neurological,Numeric,chartevents
230107,Minnesota Tube Mark,GI/GU,Numeric,chartevents
230108,Placement Confirmed (MT),GI/GU,Text,chartevents
230109,Stomach Balloon Status (MT),GI/GU,Text,chartevents
230110,Stomach Suction Status (MT),GI/GU,Text,chartevents
230111,Esophageal Balloon Status (MT),GI/GU,Text,chartevents
230112,Esophageal Balloon Pressure (MT),GI/GU,Numeric,chartevents
230113,Esophageal Suction Status (MT),GI/GU,Text,chartevents
230114,Device in Traction (MT),GI/GU,Checkbox,chartevents
230115,CVL SecurePort IV,Access Lines - Invasive,Checkbox,chartevents
230116,Sedatives,Block Charting Note,Text,chartevents
230117,Analgesics,Block Charting Note,Text,chartevents
230118,Vasoactive,Block Charting Note,Text,chartevents
230119,Time of Initiation,Block Charting Note,Date and time,chartevents
230120,Time Completed,Block Charting Note,Date and time,chartevents
230123,Parameters eval for determination of block charting,Block Charting Note,Text,chartevents
230125,HD SecurePort IV,Access Lines - Invasive,Checkbox,chartevents
230126,CI  SecurePort IV,Access Lines - Invasive,Checkbox,chartevents
230127,PICC  SecurePort IV,Access Lines - Invasive,Checkbox,chartevents
230128,TUN SecurePort IV,Access Lines - Invasive,Checkbox,chartevents
230129,MAC SecurePort IV,Access Lines - Invasive,Checkbox,chartevents
230130,Chest SecurePort IV,Access Lines - Invasive,Checkbox,chartevents
230131,Suction events (L),Impella,Text,chartevents
230132,Suction events (R),Impella,Text,chartevents
230133,Fecal Management System (Internal),GI/GU,Processes,chartevents
230134,Fecal Management System Care,Treatments,Text,chartevents
230135,Safety Related to,Care Plans,Text,chartevents
230136,Safe Room,PatientSafetyInitialNote,Text,chartevents
230137,Safe Patient,PatientSafetyInitialNote,Text,chartevents
230138,Safe Staff,PatientSafetyInitialNote,Text,chartevents
230140,Unable to assess reproductive,Adm History/FHPA,Checkbox,chartevents
230141,Titrated Inhaled Isoflurane,Medications,Solution,chartevents
230143,Titrated Inhaled Isoflurane (Bolus),Medications,Solution,chartevents
230144,Pain Level Acceptable (PreIntervention),Pain/Sedation,Text,chartevents
230145,P0.1,Respiratory,Numeric with tag,chartevents
230146,Blocker Type,Respiratory,Text,chartevents
230147,Blocker Mark,Respiratory,Numeric,chartevents
230148,Blocker External Location,Respiratory,Text,chartevents
230149,Blocker Secured,Respiratory,Checkbox,chartevents
230150,Blocker Balloon Status,Respiratory,Text,chartevents
230151,Blocker Volume,Respiratory,Numeric,chartevents
230152,CFS-HR,Neurological,Text,chartevents
230153,CFS-RR,Neurological,Text,chartevents
230154,CFS-SBP,Neurological,Text,chartevents
230155,CFS-Temp,Neurological,Text,chartevents
230156,CFS-Sweating,Neurological,Text,chartevents
230157,CFS-Posturing,Neurological,Text,chartevents
230159,Oxymetry location (ECMO),ECMO,Text,chartevents
230160,Oxymetry location (CH),ECMO,Text,chartevents
230161,StO2 R (ECMO),ECMO,Numeric,chartevents
230162,StO2 R (CH),ECMO,Numeric,chartevents
230163,StO2 L (CH),ECMO,Numeric,chartevents
230164,StO2 L (ECMO),ECMO,Numeric,chartevents
230165,Pint (CH),ECMO,Numeric,chartevents
230166,Pven Alarm (High) (CH),ECMO,Numeric,chartevents
230167,Pint Alarm (Hi) (CH),ECMO,Numeric,chartevents
230168,Delta P (ECMO),ECMO,Numeric,chartevents
230169,Delta P Alarm (ECMO),ECMO,Numeric,chartevents
230170,Part Alarm (Hi) (ECMO),ECMO,Numeric,chartevents
230171,Pint Alarm (Hi) (ECMO),ECMO,Numeric,chartevents
230172,Patient Reversed,3-Significant Events,Processes,chartevents
230173,Patient - Fast Track Protocol,3-Significant Events,Processes,chartevents
230174,Nerve block in OR,3-Significant Events,Processes,chartevents
230176,IUC Stabilization Device,GI/GU,Checkbox,chartevents
230177,CRRT - Filter Type,Dialysis,Text,chartevents
50801,Alveolar-arterial Gradient,Blood Gas,Blood,labevents
50802,Base Excess,Blood Gas,Blood,labevents
50803,"Calculated Bicarbonate, Whole Blood",Blood Gas,Blood,labevents
50804,Calculated Total CO2,Blood Gas,Blood,labevents
50805,Carboxyhemoglobin,Blood Gas,Blood,labevents
50806,"Chloride, Whole Blood",Blood Gas,Blood,labevents
50808,Free Calcium,Blood Gas,Blood,labevents
50809,Glucose,Blood Gas,Blood,labevents
50810,"Hematocrit, Calculated",Blood Gas,Blood,labevents
50811,Hemoglobin,Blood Gas,Blood,labevents
50812,Intubated,Blood Gas,Blood,labevents
50814,Methemoglobin,Blood Gas,Blood,labevents
50815,O2 Flow,Blood Gas,Blood,labevents
50816,Oxygen,Blood Gas,Blood,labevents
50817,Oxygen Saturation,Blood Gas,Blood,labevents
50819,PEEP,Blood Gas,Blood,labevents
50822,"Potassium, Whole Blood",Blood Gas,Blood,labevents
50823,Required O2,Blood Gas,Blood,labevents
50824,"Sodium, Whole Blood",Blood Gas,Blood,labevents
50825,Temperature,Blood Gas,Blood,labevents
50826,Tidal Volume,Blood Gas,Blood,labevents
50827,Ventilation Rate,Blood Gas,Blood,labevents
50828,Ventilator,Blood Gas,Blood,labevents
50829,Fluid Type,Blood Gas,Other Body Fluid,labevents
50830,"pCO2, Body Fluid",Blood Gas,Other Body Fluid,labevents
50831,pH,Blood Gas,Other Body Fluid,labevents
50832,"pO2, Body Fluid",Blood Gas,Other Body Fluid,labevents
50833,Potassium,Blood Gas,Other Body Fluid,labevents
50834,"Sodium, Body Fluid",Blood Gas,Other Body Fluid,labevents
50835,"Albumin, Ascites",Chemistry,Ascites,labevents
50836,"Amylase, Ascites",Chemistry,Ascites,labevents
50837,"Bicarbonate, Ascites",Chemistry,Ascites,labevents
50838,"Bilirubin, Total, Ascites",Chemistry,Ascites,labevents
50839,"Chloride, Ascites",Chemistry,Ascites,labevents
50840,"Cholesterol, Ascites",Chemistry,Ascites,labevents
50841,"Creatinine, Ascites",Chemistry,Ascites,labevents
50842,"Glucose, Ascites",Chemistry,Ascites,labevents
50843,"Lactate Dehydrogenase, Ascites",Chemistry,Ascites,labevents
50844,"Lipase, Ascites",Chemistry,Ascites,labevents
50845,"Miscellaneous, Ascites",Chemistry,Ascites,labevents
50846,"Osmolality, Ascites",Chemistry,Ascites,labevents
50847,"Potassium, Ascites",Chemistry,Ascites,labevents
50848,"Sodium, Ascites",Chemistry,Ascites,labevents
50849,"Total Protein, Ascites",Chemistry,Ascites,labevents
50850,"Triglycerides, Ascites",Chemistry,Ascites,labevents
50851,"Urea Nitrogen, Ascites",Chemistry,Ascites,labevents
50852,% Hemoglobin A1c,Chemistry,Blood,labevents
50853,25-OH Vitamin D,Chemistry,Blood,labevents
50854,Absolute A1c,Chemistry,Blood,labevents
50855,Absolute Hemoglobin,Chemistry,Blood,labevents
50856,Acetaminophen,Chemistry,Blood,labevents
50857,Acetone,Chemistry,Blood,labevents
50858,Acid Phosphatase,Chemistry,Blood,labevents
50859,"Acid Phosphatase, Non-Prostatic",Chemistry,Blood,labevents
50860,"AFP, Maternal Screen",Chemistry,Blood,labevents
50861,Alanine Aminotransferase (ALT),Chemistry,Blood,labevents
50862,Albumin,Chemistry,Blood,labevents
50863,Alkaline Phosphatase,Chemistry,Blood,labevents
50864,Alpha-Fetoprotein,Chemistry,Blood,labevents
50865,Amikacin,Chemistry,Blood,labevents
50866,Ammonia,Chemistry,Blood,labevents
50867,Amylase,Chemistry,Blood,labevents
50868,Anion Gap,Chemistry,Blood,labevents
50869,Anti-DGP (IgA/IgG),Chemistry,Blood,labevents
50870,"Anti-Gliadin Antibody, IgA",Chemistry,Blood,labevents
50871,Anti-Mitochondrial Antibody,Chemistry,Blood,labevents
50872,Anti-Neutrophil Cytoplasmic Antibody,Chemistry,Blood,labevents
50873,Anti-Nuclear Antibody,Chemistry,Blood,labevents
50874,"Anti-Nuclear Antibody, Titer",Chemistry,Blood,labevents
50875,Anti-Parietal Cell Antibody,Chemistry,Blood,labevents
50876,Anti-Smooth Muscle Antibody,Chemistry,Blood,labevents
50877,Anti-Thyroglobulin Antibodies,Chemistry,Blood,labevents
50878,Asparate Aminotransferase (AST),Chemistry,Blood,labevents
50879,Barbiturate Screen,Chemistry,Blood,labevents
50880,Benzodiazepine Screen,Chemistry,Blood,labevents
50881,Beta-2 Microglobulin,Chemistry,Blood,labevents
50882,Bicarbonate,Chemistry,Blood,labevents
50883,"Bilirubin, Direct",Chemistry,Blood,labevents
50884,"Bilirubin, Indirect",Chemistry,Blood,labevents
50886,Blood Culture Hold,Chemistry,Blood,labevents
50887,Blue Top Hold,Chemistry,Blood,labevents
50888,Blue Top Hold Frozen,Chemistry,Blood,labevents
50889,C-Reactive Protein,Chemistry,Blood,labevents
50890,C3,Chemistry,Blood,labevents
50891,C4,Chemistry,Blood,labevents
50892,CA-125,Chemistry,Blood,labevents
50893,"Calcium, Total",Chemistry,Blood,labevents
50894,Calculated Free Testosterone,Chemistry,Blood,labevents
50895,Calculated TBG,Chemistry,Blood,labevents
50896,Calculated Thyroxine (T4) Index,Chemistry,Blood,labevents
50897,Call,Chemistry,Blood,labevents
50898,Cancer Antigen 27.29,Chemistry,Blood,labevents
50899,Carbamazepine,Chemistry,Blood,labevents
50900,Carcinoembyronic Antigen (CEA),Chemistry,Blood,labevents
50901,Centromere,Chemistry,Blood,labevents
50902,Chloride,Chemistry,Blood,labevents
50903,Cholesterol Ratio (Total/HDL),Chemistry,Blood,labevents
50904,"Cholesterol, HDL",Chemistry,Blood,labevents
50905,"Cholesterol, LDL, Calculated",Chemistry,Blood,labevents
50906,"Cholesterol, LDL, Measured",Chemistry,Blood,labevents
50907,"Cholesterol, Total",Chemistry,Blood,labevents
50908,CK-MB Index,Chemistry,Blood,labevents
50909,Cortisol,Chemistry,Blood,labevents
50910,Creatine Kinase (CK),Chemistry,Blood,labevents
50911,"Creatine Kinase, MB Isoenzyme",Chemistry,Blood,labevents
50913,Cryoglobulin,Chemistry,Blood,labevents
50914,Cyclosporin,Chemistry,Blood,labevents
50915,D-Dimer,Chemistry,Blood,labevents
50916,DHEA-Sulfate,Chemistry,Blood,labevents
50917,Digoxin,Chemistry,Blood,labevents
50918,Double Stranded DNA,Chemistry,Blood,labevents
50919,EDTA Hold,Chemistry,Blood,labevents
50920,Estimated GFR (MDRD equation),Chemistry,Blood,labevents
50921,Estradiol,Chemistry,Blood,labevents
50922,Ethanol,Chemistry,Blood,labevents
50923,Fax,Chemistry,Blood,labevents
50924,Ferritin,Chemistry,Blood,labevents
50925,Folate,Chemistry,Blood,labevents
50926,Follicle Stimulating Hormone,Chemistry,Blood,labevents
50927,Gamma Glutamyltransferase,Chemistry,Blood,labevents
50928,Gastrin,Chemistry,Blood,labevents
50929,Gentamicin,Chemistry,Blood,labevents
50930,Globulin,Chemistry,Blood,labevents
50932,Gray Top Hold (plasma),Chemistry,Blood,labevents
50933,Green Top Hold (plasma),Chemistry,Blood,labevents
50934,H,Chemistry,Blood,labevents
50935,Haptoglobin,Chemistry,Blood,labevents
50936,"HCG, Maternal Screen",Chemistry,Blood,labevents
50937,Hepatitis A Virus Antibody,Chemistry,Blood,labevents
50938,Hepatitis A Virus IgM Antibody,Chemistry,Blood,labevents
50939,"Hepatitis B Core Antibody, IgM",Chemistry,Blood,labevents
50940,Hepatitis B Surface Antibody,Chemistry,Blood,labevents
50941,Hepatitis B Surface Antigen,Chemistry,Blood,labevents
50942,Hepatitis B Virus Core Antibody,Chemistry,Blood,labevents
50943,Hepatitis C Virus Antibody,Chemistry,Blood,labevents
50945,Homocysteine,Chemistry,Blood,labevents
50946,Human Chorionic Gonadotropin,Chemistry,Blood,labevents
